super_opeid,name,region,state,fips,cz,czname,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,multi,hbcu,flagship,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
1495,Jacksonville University,South,FL,Florida,7600,Jacksonville,12031,Duval,32211,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,9663.0479,6042.0454,0,0,0,31370,15510,-.62449759,.43561643,6919.9219,48828.105,,1046.5,17657,-3.4081957,47700,,22606560,17437594,.030319735,.1427784,.045755237,.040242556,11.627413,28.529396,9.4147587,4.8346057,0,18.448229,21.702013,3.562341
10027,James A. Rhodes State College,Midwest,OH,Ohio,13400,Lima,39003,Allen,45804,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2717.2478,3247.9402,0,0,0,3845,2261,-3.6222692,.28527609,3690.1455,42437.926,,,9434,,31200,,12219596,7440830,.0071400236,.066243552,.014676715,.00039666798,-1.6133548,33.977127,33.466934,.2004008,15.831663,12.136215,.76732343,0
1060,James H. Faulkner State Community College,South,AL,Alabama,11001,Mobile,1003,Baldwin,36507,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1950.1123,2899.177,0,0,0,4260,1890,-.23871395,.16526611,6116.7476,43697.473,,,6474,,28900,,11220151,5723008,.0054054055,.11243244,.0057657659,.0039639641,6.9424129,15.321258,6.3829789,65.653496,4.2553191,21.090631,7.3055925,0
3721,James Madison University,South,VA,Virginia,17200,Harrisonburg,51660,Harrisonburg City,22807,Selective public,Selective public,Public,Four-year,Public,Selective,4213.1582,7394.2764,0,0,0,9662,4000,1.9902891,.78268874,8015.7456,56393.746,1138.9609,1170,10480,-.21029702,53400,22.251236,141490480,68099288,.043067228,.044537816,.015756303,.014285714,13.086632,21.827343,8.2089548,8.6307592,2.595717,12.16784,33.302879,0
7687,James Sprunt Community College,South,NC,North Carolina,1800,Goldsboro,37061,Duplin,28349,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,4287.0972,3162.8406,0,0,0,2374,932,8.0294962,.47457626,4841.8618,30414.6,,,6361,,23100,17.370705,5133918,4597704,.0031347962,.39655173,.014890282,.0047021941,2.9453409,20.9163,16.716417,9.8507462,4.7761192,14.009318,2.2562828,25.074627
2990,Jamestown College,Midwest,ND,North Dakota,26803,Jamestown,38093,Stutsman,58405,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4572.2085,6273.873,0,0,0,19170,7550,6.2173309,.46180555,6231.6924,39047.094,1146.2072,,14018,1.3971938,38600,,5483916,4758515,.0086132642,.013781223,.01205857,.037898362,7.3096094,23.228495,12.820513,2.5641026,6.1538463,11.154745,36.814735,0
2869,Jamestown Community College,Northeast,NY,New York,16500,Erie,36013,Chautauqua,14701,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2463.8728,3286.2427,0,0,0,5080,2800,.5309574,.40024784,6597.937,45642.164,,,5354,,29300,,16300085,10062737,.0061865873,.018064836,.019054689,.0032170254,1.2738092,20.308838,9.431345,52.427185,11.373093,5.0891581,.35401222,0
3637,Jarvis Christian College,South,TX,Texas,33300,Tyler,48499,Wood,75765,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,876.02893,4794.8408,0,1,0,11369,5550,-1.4706793,.075949363,5186.2158,32346.912,,,14847,,25800,,2263590,154151.47,0,.94413406,.016759777,0,4.1634078,17.550098,0,17.142857,4.7619047,25.363173,27.113276,0
26161,Jean Madeline Aveda Institute,Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19147,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,2467.0322,2255.1284,0,0,0,,,,,,,,,11849,,27700,,1355178,295859,.023668639,.07692308,.01183432,0,.040544897,-1.7403241,0,0,0,-6.8207955,1.6259038,100
2468,Jefferson College,Midwest,MO,Missouri,24701,St. Louis,29099,Jefferson,63050,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2445.301,2845.1895,0,0,0,3504,1920,.25349638,.30038512,6012.2983,42750.711,,,5428,,28900,176.01239,15252544,10045572,.0023219814,.0095459232,.0056759547,.004901961,.32528064,13.817479,22.222221,33.333332,15.058479,-2.4792967,-.3555398,11.25731
6961,Jefferson Community And Technical College,South,KY,Kentucky,13101,Louisville,21111,Jefferson,40202,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,,2401.3174,0,0,0,3704,1280,-2.0040817,.24647966,5389.5732,41897.098,,,5891,,26200,1652.6569,250717312,147813104,.02132353,.19012605,.016176471,0,.0056647579,17.846004,28.094303,34.774067,5.1080551,9.3719578,-3.29638,1.3752456
2870,Jefferson Community College,Northeast,NY,New York,18300,Watertown,36045,Jefferson,13601,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1888.699,3440.2878,0,0,0,4547,2558,-1.7844656,.36832413,5953.6382,48625.973,,,3894,,30100,401.96078,12650814,6204843,.018346112,.065991238,.039704271,.0041073384,3.2285917,26.776545,5.4006968,50.522648,14.111498,7.4977298,2.3005126,0
1021,Jefferson Davis Community College,South,AL,Alabama,11002,Atmore,1053,Escambia,36426,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3434.7007,4202.2095,0,0,0,3968,1800,-1.6402634,.18658893,5637.0273,44418.141,,,3648,,27200,259.99478,4772237,3942515,.0053144377,.3356953,.010628875,.00088573957,1.9793112,9.2991133,26.886793,30.660378,0,1.6400031,-1.2014799,31.132074
1022,Jefferson State Community College,South,AL,Alabama,10700,Birmingham,1073,Jefferson,35215,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1756.8768,2591.1604,0,0,0,4320,1800,1.2278814,.066176474,6081.6616,42643.77,,,7793,,30300,213.97704,22513900,9543780,.010969568,.18082094,.0056617125,.038570419,1.3391118,26.373699,35.924934,12.332439,4.0214477,15.859855,-6.1005259,5.8981233
8076,John A. Logan College,Midwest,IL,Illinois,25601,Carbondale,17199,Williamson,62918,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1554.6658,1910.0608,0,0,0,8077,4257,-.91021568,.21040189,6716.1553,51605.008,,,4590,,25400,280.98254,14769734,9933741,.011205211,.074527688,.011465798,0,3.2325633,15.926527,22.312704,46.254074,5.0488601,7.2188797,.11005076,7.3289905
1100,John Brown University,South,AR,Arkansas,30300,Fayetteville,5007,Benton,72761,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4546.9038,5395.4429,0,0,0,23588,11492,1.5400876,.556391,6429.6055,44604.266,,1150,13333,-2.2458205,46200,,13176147,6903791.5,.0078347577,.01923077,.021367522,.088319086,7.1025248,56.060261,0,3.7878788,4.7979798,5.9855118,20.253023,3.2828283
3050,John Carroll University,Midwest,OH,Ohio,15200,Cleveland,39035,Cuyahoga,44118,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5496.0703,8061.8115,0,0,0,35800,16384,.21197669,.7483871,8097.9751,57169.07,1097.7571,1140,14645,.40301436,51000,,27727698,21415874,.028652482,.045957446,.022411348,.00056737592,13.812808,31.53783,0,.42674252,0,14.948143,42.664116,0
4004,John Tyler Community College,South,VA,Virginia,2400,Richmond,51041,Chesterfield,23831,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1576.0912,1957.5604,0,0,0,4150,951,-.49356717,.10344828,6497.0952,45358.406,,,5234,,33800,,19876296,9818302,.021000382,.23520428,.021573119,.0011454754,-1.5411878,15.546435,28.784119,24.565758,6.203474,10.668423,4.5464873,9.4292803
12813,John Wood Community College,Midwest,IL,Illinois,25000,Quincy,17001,Adams,62305,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1895.0126,3916.0786,0,0,0,7560,4680,2.5649064,.2660754,6047.3623,39787,,,6043,,27800,241.95218,8306611,4138295,.0096908165,.032302722,.0078449473,.0013844024,-2.4531271,11.701466,28.080229,38.395416,.85959888,8.5340538,-1.4781362,11.461318
130,"John, Castleton And Lyndon State Colleges And Community College Of Vermont",Northeast,VT,Vermont,20200,Burlington,50007,Chittenden,5404,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2346.2415,3731.4746,1,0,0,8028.2695,4011.5298,,,6341.5889,,950.93402,952.43774,10232.351,1.2010018,33739.887,,,,.0074458215,.0066111824,.008398748,.0030238815,9.7140961,19.166874,2.3255813,30.392942,3.3680835,14.41297,28.072582,.24057738
2077,Johns Hopkins University,South,MD,Maryland,11302,Baltimore,24510,Baltimore City,21218,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,36559.52,71148.625,0,0,0,47060,,.86044198,.87819254,10922.955,74652.023,1434.2987,1405,11547,3.2268395,69200,,1434114944,627110208,.15005684,.073512696,.024630541,.070481241,14.344139,.74799168,18.900602,2.560241,0,36.246101,26.747658,0
3404,Johnson & Wales University,Northeast,RI,Rhode Island,20401,Providence,44007,Providence,2903,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5967.3008,7575.2109,0,0,0,28239,14377.745,17.36451,.70086706,8053.1807,44321.898,,920,21589.861,-1.2076751,35100,,81536624,53374816,.02611977,.15287457,.085355058,.065076925,.685781,56.114273,.47877434,.86179382,3.0960741,.66624516,1.1634535,34.854771
2936,Johnson C Smith University,South,NC,North Carolina,900,Charlotte,37119,Mecklenburg,28216,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5229.6211,5947.9121,0,1,0,18236,11605,.33670071,.40862945,6158.1177,46385.484,809.46399,940,16936,3.1612124,31300,,9335022,8238448.5,0,1,0,0,3.9074857,23.890726,0,8.7209301,9.3023252,22.567137,37.32542,0
21142,Johnson College,Northeast,PA,Pennsylvania,18800,Scranton,42069,Lackawanna,18508,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Private Non-profit,Two-year,Private,Missing,5975.3022,5392.0405,0,0,0,17514,8725,-5.052907,.66666669,5781.8989,37034.285,,,16793,-2.3382242,35500,,2002005,2168715.3,.024096385,.024096385,.0060240962,0,.40582135,-.24582739,22.018349,0,0,42.538872,.51466835,33.944954
8244,Johnson County Community College,Midwest,KS,Kansas,29502,Kansas City,20091,Johnson,66210,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2066.5444,3383.7595,0,0,0,3090,1590,1.0710858,.17813765,7318.5229,52175.219,,,6340,,34900,,67805320,36856664,.033632424,.032899957,.030153207,.012940243,6.0658031,18.029623,27.321669,34.387619,4.2395692,.67363429,.56233078,12.247644
3495,Johnson University,South,TN,Tennessee,302,Knoxville,47093,Knox,37998,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Missing,3841.146,5040.79,0,0,0,12050,5280,.07844957,.44047618,5484.251,40662.129,1034.6777,1061.5,10333,.80927169,29400,,4021553,1547002.8,.0036968577,.014787431,.0055452865,.024029575,5.8299627,-4.1084733,0,0,87.096771,.90484917,15.317894,0
9336,Johnston Community College,South,NC,North Carolina,1701,Raleigh,37101,Johnston,27577,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3549.7495,3728.1016,0,0,0,2401,918,.57852918,.28296703,5518.437,34322.035,,,6811,,25800,368.90274,14838343,8539599,.0075138845,.21365567,.015681149,.0055537405,6.2124348,18.954309,5.2744889,3.6598494,4.5209904,4.359858,5.334312,60.818081
1699,Joliet Junior College,Midwest,IL,Illinois,24300,Chicago,17197,Will,60431,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2143.9932,2994.7507,0,0,0,9369,5363,-4.6632133,.15168539,9206.5645,59121.098,,,3866,,29600,,43795200,22736912,.018793013,.082230456,.11258161,.0029998235,.17323022,26.478054,14.120127,40.147526,4.1095891,13.057928,10.74791,10.010537
2411,Jones County Junior College,South,MS,Mississippi,2800,Laurel,28067,Jones,39437,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3752.833,4379.271,0,0,0,2722,908,1.7644676,.21623296,4640.2515,46746.75,,,4372,,26700,1148.6134,18886080,16097540,.001329198,.25254762,.001107665,0,-.8182162,14.730642,20.048019,46.338535,.48019207,9.460309,-.54354978,11.764706
35343,Jones International University,West,CO,Colorado,28900,Denver,8005,Arapahoe,80112,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,,2923.4199,0,0,0,12720,,1.1725452,,5812.2236,,,,15510,,,,11554256,,,,,,,,,,,,,
1700,Judson University,Midwest,IL,Illinois,24300,Chicago,17089,Kane,60123,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5375.6899,8144.3433,0,0,0,27530,13825,.60077763,.48091602,6065.626,47927.488,1134.5951,,17064,2.7280424,37000,,10469932,5525484,.0054005398,.04050405,.043204319,.028802881,8.6270142,45.641479,0,4.693141,20.938629,1.9167184,20.235292,0
3279,Juniata College,Northeast,PA,Pennsylvania,16100,State College,42061,Huntingdon,16652,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5766.6914,8996.3271,0,0,0,38630,19360,.79284114,.7449857,7815.3364,53603.637,,1155,15902,.78645027,45200,,13803008,6801886.5,.0069713402,.0038729666,.010069713,.053446941,4.8144341,5.9332285,.36630037,3.2967033,5.860806,34.081017,38.366295,0
2275,Kalamazoo College,Midwest,MI,Michigan,12100,Kalamazoo,26077,Kalamazoo,49006,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,9517.8701,14421.493,0,0,0,41161,19764,2.8908396,.73888886,7993.4326,51102.957,1221.5609,1260,10326,-2.3389394,49400,,22824384,10845828,.045385778,.031770047,.017397882,.0204236,28.528082,-1.4536525,10.033444,4.3478265,0,21.427633,38.303444,0
6949,Kalamazoo Valley Community College,Midwest,MI,Michigan,12100,Kalamazoo,26077,Kalamazoo,49003,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1618.7267,2736.7449,0,0,0,4896,2402,.15620933,.061068702,9514.2529,57993.18,,,4955,,28700,589.27411,30127828,16090896,.014486533,.078978434,.024895376,.020388454,3.7864125,17.975267,22.222221,39.17379,4.985755,1.927551,2.8255036,4.985755
40386,Kanawha Valley Community And Technical College,South,WV,West Virginia,16901,Charleston,54039,Kanawha,25303,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,,3933.2546,0,0,0,,,,,4736.6729,,,,7093,,,,,,,,,,,,,,,,,
7690,Kankakee Community College,Midwest,IL,Illinois,24200,Bourbonnais,17091,Kankakee,60901,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2199.2698,3211.9727,0,0,0,7707,4174,1.173382,.25600001,6679.9556,55093.816,,,4604,,27900,,12393293,8315677,.0044871797,.1275641,.02724359,.00064102566,-.11509594,22.988928,26.666666,36.904762,3.0952382,2.4077516,-4.3956804,6.6666665
2473,Kansas City Art Institute,Midwest,MO,Missouri,29502,Kansas City,29095,Jackson,64111,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Non-selective,5082.0806,8308.252,0,0,0,35118,18218,1.2881812,.52252251,6008.2607,44508.633,1094.6805,1020,20529,.71271449,25800,,6554368,2434669.3,.024667932,.013282732,.053130928,.0075901328,100.80445,-.60867161,0,0,0,1.1419307,1.1551974,0
1925,Kansas City Kansas Community College,Midwest,KS,Kansas,29502,Kansas City,20209,Wyandotte,66112,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2417.9482,3575.449,0,0,0,2640,1204,-.29859281,.21516393,5845.4863,49646.313,,,15823,,30700,163.37334,26995700,13729821,.01928217,.22814052,.059755631,.0055364645,.048624914,15.989823,24.372761,21.8638,4.6594982,10.469316,5.3198619,12.724014
1928,Kansas State University,Midwest,KS,Kansas,29203,Manhattan,20161,Riley,66506,Selective public,Selective public,Public,Four-year,Public,Selective,5015.604,8457.0322,0,0,0,9034,2781,.63842237,.55165982,8151.9063,58864.395,,,13078,1.7104853,43300,,193346992,114257280,.013368398,.029640587,.023887793,.012327416,5.1128507,23.589075,2.3977866,3.2585306,1.0759299,33.807003,24.280451,1.2296342
1929,Kansas Wesleyan University,Midwest,KS,Kansas,29104,Salina,20169,Saline,67401,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3829.6411,4624.0669,0,0,0,25200,,-1.9757537,.29870129,5499.6587,35285.91,1009.2307,,19747,.65033466,36600,,3490502,2524495.3,.022955524,.051649928,.076040171,.005738881,5.9304771,14.375718,22.857143,6.6666665,5.7142859,15.379025,28.684158,0
25829,"Kaplan Career Institute of Brooklyn, OH",Midwest,OH,Ohio,15200,Cleveland,39035,Cuyahoga,44129,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,.0060240962,4267.1416,0,0,0,,,3.1690764,,3795.6199,,,,24837,,30100,,1974997,,.024390243,.26016259,.08130081,0,-2.9794667,-6.3601928,0,0,0,.42227316,-.16937622,100
7781,"Kaplan Career Institute of Broomall, PA",Northeast,PA,Pennsylvania,19700,Philadelphia,42045,Delaware,19008,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,3615.6846,3517.3367,0,0,0,,,-.20053394,.5714286,4086.9551,32481.115,,,19870,,30800,,2526023,1585229,.02189781,.27919707,.041970804,.003649635,3.1011393,9.3360128,18.768328,0,0,25.165815,-.23189418,47.800587
23262,"Kaplan Career Institute of Charlotte, NC",South,NC,North Carolina,900,Charlotte,37119,Mecklenburg,28212,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,2501.7258,4305.9175,0,0,0,,,3.5212038,,3935.5547,,,,22121.225,,38700,,1767792,194898,,,,,,,,,,,,
4910,"Kaplan Career Institute of Philadelphia, PA",Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19104,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,11870.438,5382.666,0,0,0,,8400,5.2444544,.83636361,4066.0859,25766.789,,,21976.68,,26300,,3092095.5,1674029,.032056384,.50581175,.070703566,.0011600928,-.95609349,1.3547283,73.509018,0,0,21.317169,-4.9661765,1.664355
22898,"Kaplan Career Institute of Philadelphia, PA",Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19154,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,3467.4072,5011.2529,0,0,0,,,-5.5486574,1,4777.605,34962.648,,,21088,,38900,,3799334,1637977,.042087544,.10774411,.069023572,0,1.1530071,10.783898,12.886598,0,0,67.433601,-1.4947995,14.43299
7436,"Kaplan Career Institute of Pittsburgh, PA",Northeast,PA,Pennsylvania,16300,Pittsburgh,42003,Allegheny,15222,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,13130.044,5735.3228,0,0,0,,3425,-.39263892,.48815167,4372.6626,1904.0968,,,17418,,26100,,3821723,2042312,.0044444446,.28296295,.0044444446,0,-1.732235,44.805981,26.086956,0,0,24.323185,-.66568112,0
32723,"Kaplan College of Arlington, TX",South,TX,Texas,33000,Fort Worth,48439,Tarrant,76010,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,1389.3677,3840.2725,0,0,0,,,.10024441,,3651.6807,,,,20593.035,,46900,,1702486,,,,,,,,,,,,,
20520,"Kaplan College of Dayton, OH",Midwest,OH,Ohio,12501,Dayton,39113,Montgomery,45439,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,3952.0276,5324.1558,0,0,0,,,.49159238,.38157895,4507.6226,26833.684,,,21249,,23700,,2536565,1836998,0,.098404258,.015957447,.0079787234,64.18364,-6.4096398,33.653847,0,0,-2.0943682,.4336445,0
